userid,orderType
110100173226,0.08360940963029861
110100218469,0.017857752740383148
110100235669,0.0015331592876464128
110100316927,0.005532005336135626
110100335267,0.000948638073168695
110100371520,0.06055444851517677
110100373224,0.0006273602484725416
110100412425,0.0452229343354702
110100418260,0.0010737455449998379
110100418567,0.937168538570404
110100471522,0.0035202638246119022
110100471527,0.01797693967819214
110100473324,0.029589593410491943
110100512827,0.01583775505423546
110100514267,0.034942321479320526
110100516521,0.007869119755923748
110100516723,0.026600509881973267
110100516929,0.999757707118988
110100535662,0.1322278380393982
110100573222,0.8650350570678711
110100573627,0.0016858709277585149
110100614362,0.032275937497615814
110100614562,0.9991217255592346
110100618862,0.016993097960948944
110100635761,0.006547733210027218
110100673622,0.525059700012207
110100673828,0.005546665284782648
110100735369,0.2325640618801117
110100816922,0.0033211475238204002
110100818367,0.08785390853881836
110100835466,0.09245983511209488
110100835868,0.02755778096616268
110100871522,0.7577210068702698
110100873722,0.08245839178562164
110100933760,0.8425999879837036
110100973525,0.017648175358772278
110101018063,0.10915960371494293
110101018362,0.008963015861809254
110101035263,0.0035122474655508995
110101071220,0.03514024615287781
110101071222,0.026931803673505783
110101071527,0.0011994015658274293
110101073025,0.010461071506142616
110101073225,0.4404474198818207
110101073822,0.0010703864973038435
110101112320,0.00870082899928093
110101114064,0.31728824973106384
110101114660,0.4075651168823242
110101118361,0.0009932999964803457
110101135467,0.006561877205967903
110101173725,0.025822417810559273
110101210069,0.5998071432113647
110101212223,0.004893693141639233
110101215122,0.6254253387451172
110101216420,0.034099821001291275
110101216527,0.8890299201011658
110101216821,0.0018000835552811623
110101217027,0.9994779229164124
110101217820,0.024342872202396393
110101217824,0.9773320555686951
110101218861,0.9978227615356445
110101233064,0.831649124622345
110101273629,0.036470185965299606
110101273724,0.007942302152514458
110101273826,0.00228018406778574
110101273925,0.020123474299907684
110101312122,0.41337689757347107
110101314164,0.13628585636615753
110101316227,0.18319731950759888
110101316624,0.9956242442131042
110101335164,0.2876753509044647
110101335961,0.0035120737738907337
110101373120,0.017522677779197693
110101373626,0.01914924569427967
110101410927,0.9960410594940186
110101416523,0.8013281226158142
110101416629,0.09601433575153351
110101418269,0.8304226994514465
110101418763,0.0011511972406879067
110101433762,0.15494772791862488
110101435165,0.0022904430516064167
110101435360,0.022888774052262306
110101435465,0.004299081861972809
110101471226,0.4948083162307739
110101473623,0.06703570485115051
110101512925,0.4542086124420166
110101516227,0.02401193603873253
110101516323,0.003437187522649765
110101518360,0.005990222562104464
110101518560,0.3425666093826294
110101535968,0.04134247079491615
110101610427,0.02179594337940216
110101610625,0.020413825288414955
110101610760,0.46841880679130554
110101610768,0.49853381514549255
110101612027,0.00043391247163526714
110101612064,0.016680246219038963
110101615728,0.004753270652145147
110101615828,0.004121323581784964
110101615925,0.008497588336467743
110101616227,0.03372514620423317
110101616427,0.005592374596744776
110101616628,0.010961877182126045
110101616762,0.003597087459638715
110101616863,0.006390669848769903
110101616867,0.004244697745889425
110101616966,0.00206010858528316
110101617522,0.00494800228625536
110101618860,0.1410066783428192
110101618964,0.6385630965232849
110101618967,0.0008738950127735734
110101673221,0.7307785749435425
110101673423,0.05998419225215912
110101712427,0.0036662647034972906
110101712621,0.02327759750187397
110101712622,0.01627742312848568
110101714266,0.004463775083422661
110101714568,0.02048269473016262
110101716420,0.13907597959041595
110101718064,0.04334601014852524
110101718461,0.015256606973707676
110101735567,0.000701992423273623
110101771028,0.005870645400136709
110101773127,0.05175342410802841
110101773722,0.002854907186701894
110101773820,0.01758359558880329
110101810162,0.0018581978511065245
110101810364,0.9985450506210327
110101810367,0.9884013533592224
110101814963,0.08242777734994888
110101816628,0.04367939755320549
110101816826,0.0011498912936076522
110101816829,0.9767076373100281
110101818963,0.7997667789459229
110101833764,0.12298952788114548
110101871022,0.0010954687604680657
110101871223,0.015571990981698036
110101873420,0.03622669726610184
110101912122,0.021413657814264297
110101912224,0.04488248750567436
110101914166,0.02784152515232563
110101914465,0.2421804666519165
110101914466,0.015272325836122036
110101916529,0.022367725148797035
110101916922,0.0018092558020725846
110101935966,0.0020572668872773647
110101973722,0.005982719827443361
110102012425,0.2649020850658417
110102012824,0.008919241838157177
110102012825,0.2388269156217575
110102016124,0.004027509596198797
110102016220,0.27140548825263977
110102033767,0.3729225993156433
110102035860,0.005223313346505165
110102073126,0.072323739528656
110102073923,0.0037066771183162928
110102112525,0.08264794945716858
110102116023,0.004972877446562052
110102116124,0.12573125958442688
110102116228,0.020741838961839676
110102116324,0.017439240589737892
110102118961,0.003918482922017574
110102118969,0.001230478985235095
110102173725,0.5221529006958008
110102218067,0.04462503269314766
110102233767,0.03599828481674194
110102235866,0.9811338186264038
110102271522,0.574184238910675
110102371027,0.016559667885303497
110102416529,0.0006501550087705255
110102416629,0.9979959726333618
110102418265,0.23572272062301636
110102435363,0.0042733848094940186
110102435468,0.0004077493504155427
110102473227,0.001119315391406417
110102473722,0.24563223123550415
110102473726,0.043853942304849625
110102473823,0.13683244585990906
110102516823,0.023954074829816818
110102518364,0.002465273952111602
110102571020,0.010529398918151855
110102614469,0.021041976287961006
110102616024,0.013714699074625969
110102616427,0.9991438388824463
110102616924,0.0035323614720255136
110102618366,0.008306381292641163
110102618561,0.011608479544520378
110102618764,0.22208313643932343
110102673627,0.014084316790103912
110102712120,0.00606538774445653
110102712123,0.024207530543208122
110102714366,0.04129894822835922
110102714469,0.023023691028356552
110102716420,0.011611626483500004
110102716620,0.06008515879511833
110102735360,0.979826033115387
110102735561,0.0012194785522297025
110102773624,0.03018057718873024
110102773927,0.8535915017127991
110102812625,0.0013976023765280843
110102816320,0.009564042091369629
110102816325,0.003015102818608284
110102816721,0.002902268897742033
110102835465,0.029621869325637817
110102835762,0.003000409109517932
110102871220,0.04529028385877609
110102871228,0.043461523950099945
110102873020,0.017042458057403564
110102873026,0.09060347080230713
110102912126,0.0011219301959499717
110102912424,0.01244931947439909
110102916926,0.009290522895753384
110102918660,0.9995858073234558
110102933067,0.004348732065409422
110102971021,0.04988616332411766
110102973320,0.002560212044045329
110102973729,0.008354446850717068
110102973924,0.0021444682497531176
110103010728,0.0006321169785223901
110103018267,0.9988705515861511
110103018466,0.3637998700141907
110103018561,0.001197978388518095
110103035464,0.05233478918671608
110103073525,0.0031898499000817537
110103112829,0.0780489593744278
110103114566,0.010029475204646587
110103116221,0.010010838508605957
110103118065,0.27389681339263916
110103118366,0.32994750142097473
110103118465,0.023289602249860764
110103118869,0.010110554285347462
110103171221,0.24862495064735413
110103171521,0.00141392822843045
110103212425,0.718673586845398
110103212522,0.019615644589066505
110103216621,0.04799843952059746
110103218368,0.093632772564888
110103218764,0.06473469734191895
110103233860,0.009514289908111095
110103235660,0.012312141247093678
110103273729,0.04148133471608162
110103273822,0.0035966825671494007
110103310263,0.05513209104537964
110103314762,0.032271336764097214
110103316323,0.012377284467220306
110103318065,0.08845502883195877
110103318467,0.0016062487848103046
110103318469,0.0033422254491597414
110103333868,0.2603084146976471
110103373229,0.005252347327768803
110103373621,0.005930793937295675
110103373624,0.007843626663088799
110103410325,0.007911481894552708
110103412220,0.993584930896759
110103412325,0.36828845739364624
110103414068,0.1178877055644989
110103414663,0.008422613143920898
110103414867,0.024291107431054115
110103433064,0.013991845771670341
110103433760,0.29731693863868713
110103435260,0.09434031695127487
110103471221,0.06291338056325912
110103471227,0.003814405295997858
110103510325,0.22148779034614563
110103512423,0.11057627201080322
110103518066,0.017138032242655754
110103518463,0.005619509145617485
110103518661,0.16140179336071014
110103535467,0.0069420295767486095
110103612126,0.7293948531150818
110103612224,0.016300704330205917
110103616126,0.001124030677601695
110103616424,0.27482324838638306
110103616921,0.019199473783373833
110103633864,0.05768822878599167
110103714268,0.06938989460468292
110103714367,0.007200619671493769
110103716621,0.0022705690935254097
110103716623,0.25453078746795654
110103718268,0.0202216487377882
110103718464,0.0197747815400362
110103735161,0.021359087899327278
110103735266,0.3405725359916687
110103735669,0.0035058881621807814
110103735767,0.8879207968711853
110103771527,0.059324610978364944
110103773926,0.39355456829071045
110103814960,0.11109550297260284
110103816326,0.9971041083335876
110103816921,0.96490079164505
110103835563,0.014997542835772038
110103914964,0.04996243119239807
110103918061,0.04951033368706703
110103918664,0.0020277914591133595
110103933761,0.4862191081047058
110103935165,0.00547783263027668
110103935264,0.0033840660471469164
110103935763,0.0005875297938473523
110103971521,0.00496855890378356
110103973129,0.005168020259588957
110104012523,0.019779961556196213
110104014167,0.04904443025588989
110104014560,0.07092010974884033
110104016624,0.9940842986106873
110104071022,0.002428238745778799
110104073426,0.04950351268053055
110104073726,0.0023904137779027224
110104073929,0.014219705946743488
110104112028,0.0022653641644865274
110104114567,0.18615470826625824
110104116822,0.025102650746703148
110104133069,0.00983769353479147
110104135360,0.015563500113785267
110104173022,0.07520977407693863
110104173024,0.8900846242904663
110104173321,0.013816334307193756
110104173427,0.007943625561892986
110104212326,0.006765125785022974
110104212427,0.16230307519435883
110104212629,0.026267221197485924
110104214166,0.0031239870004355907
110104214366,0.005696433130651712
110104214666,0.07431729137897491
110104216028,0.06118132546544075
110104218764,0.030959101393818855
110104235568,0.6746487617492676
110104235863,0.9998761415481567
110104235960,0.012552306056022644
110104235969,0.003105787094682455
110104273020,0.4476076066493988
110104312328,0.005986521020531654
110104316720,0.02551203779876232
110104318168,0.6852776408195496
110104333864,0.025023769587278366
110104335264,0.06760072708129883
110104335761,0.2946332097053528
110104371525,0.012505630031228065
110104373225,0.00916571170091629
110104373524,0.26919952034950256
110104373724,0.007420472800731659
110104414562,0.06332764029502869
110104414566,0.006402759347110987
110104414963,0.1264990121126175
110104416321,0.2957288324832916
110104416323,0.009037699550390244
110104418063,0.011348904110491276
110104418861,0.0020506596192717552
110104433063,0.004001670982688665
110104435869,0.2157263308763504
110104471220,0.614303708076477
110104471527,0.0005995047395117581
110104473424,0.001799740013666451
110104518869,0.012776659801602364
110104573525,0.002302458742633462
110104573729,0.05663028731942177
110104612025,0.7619757056236267
110104612521,0.0027615276630967855
110104614060,0.16441725194454193
110104616124,0.10820170491933823
110104618266,0.08354001492261887
110104618763,0.0022437304724007845
110104633863,0.0017294727731496096
110104635166,0.07814987748861313
110104635360,0.017593713477253914
110104635569,0.01377550046890974
110104673129,0.9963524341583252
110104714167,0.9661059379577637
110104735161,0.0015130125684663653
110104735462,0.06272971630096436
110104735661,0.006443451624363661
110104773629,0.0011706220684573054
110104812725,0.040229473263025284
110104814967,0.0089820371940732
110104816025,0.05010547488927841
110104835068,0.004067341797053814
110104835468,0.2713925540447235
110104835964,0.979872465133667
110104873422,0.024826068431138992
110104912721,0.005681851413100958
110104914069,0.17020171880722046
110104914661,0.011850093491375446
110104918067,0.009421414695680141
110104918562,0.010770983062684536
110104933763,0.011719036847352982
110104933868,0.8589611053466797
110104971226,0.0237195435911417
110104971229,0.027827171608805656
110104973125,0.009641353040933609
110105016123,0.19587036967277527
110105016425,0.0003887974307872355
110105016520,0.038662709295749664
110105033069,0.011581183411180973
110105035869,0.9164634346961975
110105071026,0.3848690688610077
110105116320,0.9984954595565796
110105116327,0.9902188181877136
110105116421,0.0008901385008357465
110105116622,0.8588995933532715
110105118463,0.8804692029953003
110105118562,0.0014145458117127419
110105133761,0.13139250874519348
110105135768,0.040637705475091934
110105135961,0.9937580823898315
110105171523,0.01344888936728239
110105173724,0.01266248058527708
110105212325,0.9919258952140808
110105214162,0.1771569699048996
110105216127,0.011965426616370678
110105218765,0.022336065769195557
110105271522,0.007176925893872976
110105273126,0.08785390853881836
110105273323,0.010318647138774395
110105312921,0.005235492717474699
110105318961,0.18966630101203918
110105333063,0.000332336756400764
110105333861,0.044880423694849014
110105373820,0.0006342735723592341
110105373824,0.0020815865136682987
110105373928,0.0025714635848999023
110105416728,0.004077448509633541
110105418365,0.4444611072540283
110105418761,0.004734220448881388
110105435864,0.9986180067062378
110105473220,0.01114699337631464
110105473728,0.7676647305488586
110105516120,0.18065214157104492
110105516325,0.0006567025557160378
110105518360,0.7555851936340332
110105518964,0.01113790925592184
110105533763,0.019717883318662643
110105535563,0.5275038480758667
110105573723,0.41853055357933044
110105616123,0.04233190789818764
110105618266,0.02038123458623886
110105635360,0.04090552777051926
110105673022,0.01757242903113365
110105673522,0.013817581348121166
110105716020,0.0010211329208686948
110105716421,0.27129727602005005
110105718969,0.0028455089777708054
110105733867,0.002692632144317031
110105735160,0.009066781029105186
110105735568,0.04458262398838997
110105771524,0.24241745471954346
110105773122,0.005056343507021666
110105816823,0.00972856767475605
110105816928,0.008762514218688011
110105818769,0.008379113860428333
110105916827,0.0029199644923210144
110105916924,0.09004050493240356
110105918964,0.05626693740487099
110105935863,0.01905778795480728
110105971224,0.029256410896778107
110105973521,0.15389694273471832
110106016621,0.0005306809907779098
110106018065,0.06553778797388077
110106018169,0.0018306002020835876
110106035466,0.06553778797388077
110106035761,0.0965447798371315
110106116423,0.9987515211105347
110106135169,0.008939948864281178
110106135863,0.006590826902538538
110106173122,0.01543233823031187
110106216329,0.0785406082868576
110106233863,0.06946355849504471
110106235061,0.05502002313733101
110106235164,0.07803350687026978
110106273429,0.2946503758430481
110106273920,0.8584705591201782
110106316028,0.003715801052749157
110106318463,0.3568541705608368
110106335466,0.002035357290878892
110106371527,0.01858736015856266
110106373122,0.5935792922973633
110106418266,0.9017358422279358
110106418668,0.017299795523285866
110106435063,0.032477233558893204
110106435464,0.11758942902088165
110106473321,0.9350188970565796
110106473428,0.0007613312918692827
110106518266,0.11227793991565704
110106518269,0.06553778797388077
110106535268,0.9797971844673157
110106573521,0.07018941640853882
110106573825,0.015200507827103138
110106573929,0.005401192232966423
110106616820,0.013664210215210915
110106616920,0.04910657927393913
110106635765,0.0008153376402333379
110106673621,0.9962596893310547
110106712326,0.026782603934407234
110106716229,0.016228316351771355
110106716723,0.04001159220933914
110106735469,0.10024664551019669
110106771021,0.04095591604709625
110106773625,0.018393978476524353
110106814260,0.930508553981781
110106816924,0.007531321607530117
110106818263,0.015832368284463882
110106835662,0.004941878374665976
110106873926,0.007948940619826317
110106918869,0.04072638973593712
110106935163,0.005108331795781851
110106935561,0.020052475854754448
110106935968,0.05288579687476158
110107010961,0.9686066508293152
110107016529,0.08879145234823227
110107016728,0.466610312461853
110107018363,0.001899427967146039
110107018364,0.00688030943274498
110107018466,0.0010698797414079309
110107018560,0.0024478479754179716
110107035068,0.005587044637650251
110107073025,0.013793820515275002
110107110861,0.8597385287284851
110107112465,0.035114582628011703
110107112962,0.016551803797483444
110107114068,0.008170541375875473
110107114367,0.9944228529930115
110107114560,0.04064435139298439
110107116827,0.006255468353629112
110107118263,0.007192701566964388
110107118663,0.005324994679540396
110107135269,0.9755254983901978
110107173822,0.6732812523841858
110107212721,0.010018043220043182
110107212823,0.6510217785835266
110107214066,0.38318613171577454
110107214667,0.12058000266551971
110107216429,0.00773880397900939
110107218262,0.020604046061635017
110107218663,0.02598721906542778
110107235167,0.0907972976565361
110107235865,0.43660178780555725
110107273221,0.9885121583938599
110107273923,0.10696782171726227
110107312424,0.02826399728655815
110107312825,0.0021699024364352226
110107314261,0.009054468013346195
110107314369,0.004888568539172411
110107316522,0.015640703961253166
110107316826,0.003056203480809927
110107318769,0.07689543813467026
110107373020,0.8138221502304077
110107373221,0.9998281002044678
110107410965,0.019526302814483643
110107412123,0.007270094007253647
110107412168,0.2868928015232086
110107412267,0.003877852810546756
110107414061,0.0730038434267044
110107414662,0.0017735983710736036
110107416164,0.015083285048604012
110107418267,0.2146633416414261
110107418663,0.003089150181040168
110107435466,0.08360940963029861
110107435861,0.004144231788814068
110107473024,0.0030850337352603674
110107473720,0.006115511059761047
110107514365,0.6174056529998779
110107516825,0.1503101885318756
110107518064,0.40241700410842896
110107518068,0.004099084530025721
110107533763,0.004018640145659447
110107533862,0.9201751351356506
110107533865,0.003656247165054083
110107535163,0.06190494820475578
110107535965,0.916870653629303
110107571022,0.0787721499800682
110107571226,0.030014105141162872
110107612122,0.0003604530938901007
110107612322,0.13908348977565765
110107614069,0.004268295131623745
110107614469,0.005770482588559389
110107616423,0.9202258586883545
110107635268,0.0030250237323343754
110107635464,0.29222896695137024
110107714467,0.001748403999954462
110107716426,0.000850172305945307
110107733767,0.297878623008728
110107733863,0.0241162721067667
110107771023,0.015136100351810455
110107814766,0.0011569830821827054
110107814960,0.5438485741615295
110107816224,0.07028995454311371
110107818563,0.00576365040615201
110107833862,0.0017008890863507986
110107835263,0.0047327629290521145
110107873220,0.2888813316822052
110107873321,0.04914584755897522
110107873325,0.005874334368854761
110107873724,0.9866892695426941
110107910566,0.016845325008034706
110107910567,0.0009982592891901731
110107910663,0.0018252860754728317
110107910968,0.009300188161432743
110107914260,0.07834652066230774
110107914766,0.0013364041224122047
110107918466,0.8223920464515686
110107935369,0.015403255820274353
110107971229,0.002058194950222969
110108014461,0.9971315860748291
110108018164,0.006168857682496309
110108035168,0.9785475730895996
110108071022,0.9867768883705139
110108071023,0.014786303043365479
110108073429,0.00558941625058651
110108110163,0.8940500617027283
110108116628,0.0008937070379033685
110108116926,0.004542349837720394
110108118160,0.033422280102968216
110108118263,0.016780894249677658
110108133063,0.9822982549667358
110108133869,0.09060588479042053
110108135164,0.012753963470458984
110108135865,0.01845163106918335
110108171525,0.01400256622582674
110108173226,0.022653790190815926
110108173321,0.18124617636203766
110108212823,0.005074349697679281
110108216021,0.17185954749584198
110108216429,0.019592713564634323
110108218268,0.011620154604315758
110108233062,0.005904549267143011
110108233764,0.10484269261360168
110108233765,0.24824365973472595
110108314065,0.0042904275469481945
110108314860,0.16482853889465332
110108318660,0.0051671601831912994
110108318765,0.0007640371331945062
110108335063,0.0015111544635146856
110108335764,0.6901275515556335
110108335866,0.18819953501224518
110108414560,0.0007219671970233321
110108416728,0.0018620240734890103
110108418566,0.012244418263435364
110108418669,0.0076698437333106995
110108473625,0.015528054907917976
110108514362,0.01173737458884716
110108514365,0.00762044545263052
110108514464,0.27953100204467773
110108518169,0.9996768236160278
110108610069,0.01552526280283928
110108610369,0.002079353202134371
110108610667,0.006871492601931095
110108610967,0.009986077435314655
110108614261,0.03130050003528595
110108614461,0.08703459799289703
110108635063,0.09060588479042053
110108673027,0.07188980281352997
110108673620,0.007521365769207478
110108712120,0.9752706289291382
110108716220,0.06005637347698212
110108716225,0.852019190788269
110108716625,0.015917254611849785
110108773024,0.9946348667144775
110108773522,0.0001889033301267773
110108773726,0.0378197617828846
110108814161,0.10659464448690414
110108818064,0.9940584897994995
110108835364,0.02530698850750923
110108871028,0.8159694075584412
110108871228,0.9723446369171143
110108873028,0.0019443053752183914
110108912326,0.014157929457724094
110108914162,0.008324863389134407
110108918863,0.015629762783646584
110108971527,0.007358194328844547
110109014468,0.28358978033065796
110109018463,0.00979787390679121
110109035164,0.011105530895292759
110109035568,0.09060588479042053
110109071522,0.0009696531342342496
110109112622,0.009440168738365173
110109116021,0.683964729309082
110109116829,0.11613932996988297
110109118562,0.015241885557770729
110109118869,0.002403351478278637
110109133067,0.001077538006938994
110109135862,0.04995102435350418
110109216125,0.3774820566177368
110109216222,0.9977326393127441
110109216623,0.11015264689922333
110109218560,0.004724620841443539
110109218564,0.6368675231933594
110109218764,0.01022558007389307
110109218862,0.06852880120277405
110109218864,0.004648162052035332
110109233762,0.03633293882012367
110109233868,0.005574580281972885
110109235866,0.007138346787542105
110109273426,0.22377771139144897
110109273624,0.04592903330922127
110109273929,0.028142565861344337
110109310125,0.017404794692993164
110109312620,0.9626870155334473
110109316120,0.009421988390386105
110109316523,0.014007207937538624
110109335862,0.03576667234301567
110109373320,0.4117271602153778
110109373728,0.0017153738299384713
110109418160,0.0054987710900604725
110109418163,0.0031847700010985136
110109433760,0.00413971021771431
110109435467,0.00230385665781796
110109516021,0.00676623173058033
110109516928,0.0068144830875098705
110109518562,0.006525831297039986
110109518664,0.0015136308502405882
110109535266,0.0787721499800682
110109573221,0.003038321854546666
110109612026,0.0008281564223580062
110109612725,0.007973626255989075
110109612920,0.002551674610003829
110109616529,0.250222772359848
110109618060,0.0022422128822654486
110109635368,0.013016733340919018
110109635566,0.09355342388153076
110109712320,0.0033080331049859524
110109712521,0.0536116287112236
110109712625,0.08785390853881836
110109712723,0.0023218775168061256
110109716125,0.0007399455644190311
110109718167,0.09060588479042053
110109718363,0.006746647879481316
110109771223,0.9088908433914185
110109773226,0.0016287193866446614
110109773727,0.0007341735763475299
110109773920,0.04851089045405388
110109810320,0.16665025055408478
110109814368,0.0030993877444416285
110109815327,0.02271243743598461
110109816026,0.08785390853881836
110109818068,0.01029751542955637
110109818864,0.1257951855659485
110109835066,0.012363838031888008
110109835463,0.19883248209953308
110109871225,0.8109316825866699
110109871521,0.12338832020759583
110109910128,0.04503396153450012
110109910324,0.2239040732383728
110109916720,0.10024664551019669
110109916827,0.3296055495738983
110109916929,0.6215171813964844
110109933764,0.004208466038107872
110109935563,0.010023725219070911
110109973020,0.0023088983725756407
110109973122,0.0861765593290329
110109973421,0.0031490926630795
110109973520,0.003962328657507896
110120010464,0.0013488123659044504
110120011260,0.06100374087691307
110120012763,0.08526352047920227
110120012967,0.35409992933273315
110120014167,0.010945909656584263
110120014368,0.05109415575861931
110120014561,0.032652877271175385
110120016364,0.037272412329912186
110120017161,0.03572706878185272
110120019167,0.001319228787906468
110120019567,0.007375712506473064
110120019662,0.009184207767248154
110120035068,0.02709668129682541
110120035666,0.5452740788459778
110120035968,0.037491194903850555
110120135260,0.007515423931181431
110120135262,0.123003289103508
110120135969,0.010398181155323982
110120212560,0.006238527130335569
110120212960,0.01279430091381073
110120216463,0.014283389784395695
110120219161,0.004214745480567217
110120235269,0.00047321291640400887
110120235569,0.685611367225647
110120318261,0.002352596027776599
110120335869,0.00136454903986305
110120435262,0.006294094026088715
110120435767,0.005469134543091059
110120435964,0.012991341762244701
110120435966,0.0021585472859442234
110120514166,0.014301138930022717
110120518163,0.0018518664874136448
110120518269,0.42733970284461975
110120535561,0.04534511640667915
110120610260,0.040034208446741104
110120614560,0.03776844963431358
110120614865,0.053788524121046066
110120618362,0.03726522624492645
110120618768,0.032034508883953094
110120633764,0.006266409996896982
110120635066,0.16492928564548492
110120714961,0.0020517371594905853
110120718066,0.3229701817035675
110120718562,0.018137967213988304
110120733060,0.034960974007844925
110120735468,0.015034668147563934
110120818465,0.35266196727752686
110120818562,0.03242573142051697
110120835560,0.012347695417702198
110120914966,0.14921052753925323
110120918667,0.00624288571998477
110120935266,0.010068448260426521
110120935763,0.010715502314269543
110120935964,0.0005692954873666167
110121035762,0.03720754012465477
110121173623,0.09125835448503494
110121233863,0.020344719290733337
110121233865,0.8923398852348328
110121273127,0.001984227215871215
110121373922,0.0021790701430290937
110121435463,0.7997533679008484
110121435467,0.07184124737977982
110121435865,0.009667239151895046
110121473623,0.0022564567625522614
110121533066,0.06282356381416321
110121533761,0.012037375010550022
110121573627,0.007921657525002956
110121633760,0.04143640026450157
110121671522,0.013149884529411793
110121673724,0.00579706858843565
110121773427,0.8605385422706604
110121833868,0.01910070888698101
110121871520,0.0657535269856453
110121873728,0.31727030873298645
110121971528,0.001397893182002008
110122018168,0.035187527537345886
110122035062,0.020147696137428284
110122035068,0.03248981386423111
110122035565,0.010380346328020096
110122135160,0.1309695839881897
110122135469,0.03276006877422333
110122135862,0.00112252461258322
110122171522,0.0010662819258868694
110122171526,0.0006978538003750145
110122173429,0.013369991444051266
110122235265,0.020008491352200508
110122316823,0.028423290699720383
110122373128,0.12390859425067902
110122373828,0.06852880120277405
110122435768,0.129988893866539
110122435866,0.10388677567243576
110122435967,0.039661653339862823
110122518269,0.002084079198539257
110122533864,0.059839460998773575
110122535163,0.002433832036331296
110122535463,0.9976248145103455
110122535768,0.0716368705034256
110122573823,0.0007066001417115331
110122718061,0.0031688802409917116
110122733069,0.014425775036215782
110122733860,0.0007765486370772123
110122735260,0.01634102500975132
110122735968,0.08443484455347061
110122773621,0.024337004870176315
110122773829,0.9877513647079468
110122816322,0.02298869378864765
110122833061,0.2451440542936325
110122835469,0.011969164945185184
110122918166,0.00927823781967163
110122935666,0.00288593303412199
110122973224,0.15281055867671967
110123171525,0.06553778797388077
110123173023,0.00441833445802331
110123173726,0.07541874051094055
110123335060,0.11347615718841553
110123373420,0.001486627385020256
110123435969,0.7670848369598389
110123535962,0.01171623170375824
110123535967,0.382649302482605
110123571220,0.0036218008026480675
110123633762,0.001430892269127071
110123633861,0.006238184403628111
110123635969,0.0493522547185421
110123671029,0.09060588479042053
110123673728,0.012415479868650436
110123673928,0.000880178005900234
110123773724,0.10024664551019669
110123833760,0.5243756175041199
110123833867,0.9981648325920105
110123873327,0.004439112730324268
110123873427,0.015795284882187843
110123873528,0.018404889851808548
110123933763,0.03424832969903946
110123935268,0.0012842891737818718
110124071228,0.09619305282831192
110124173820,0.4407866895198822
110124233769,0.0534532256424427
110124235368,0.0011424919357523322
110124273628,0.9810296297073364
110124371229,0.0011013912735506892
110124373522,0.9977849125862122
110124473222,0.0006677419878542423
110124473223,0.0126675795763731
110124473322,0.0018124326597899199
110124473425,0.01881701685488224
110124735261,0.5179360508918762
110124871022,0.000421785720391199
110124871229,0.16070057451725006
110124873229,0.007051394786685705
110124873423,0.003887398401275277
110124973928,0.09383773803710938
110125135063,0.5932045578956604
110125135668,0.03197013586759567
110125173721,0.008897627703845501
110125173927,0.002629582304507494
110125233767,0.04177011176943779
110125235561,0.012861144728958607
